TransactionID,OrderDate,Region,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,CustomerID,CustomerSegment
trn_0019,2022-09-06,Western,Home Goods,Fiction Novel,1,235.48083840814226,235.48,9808,SME
TRN-0003,,Missing,Clothing,AV Suite,66,4334.05,257442.57,,missing
TRN-0090,,N. Region,Clothing,Smart Phone X,7,4729.1,29793.33,1728,Individual
TRN-0080,2022-08-09,East,Clothing,Anti-virus Suite,16,902.2547469549482,14436.08,8421,missing
TRN-0122,2022-06-19,Midwest,Apparel,AV Suite,17,4349.68,66550.1,6237,Small Business
TRN-0112,2022-02-17,South,Printed Media,AV Suite,3,805.070738364566,2415.21,9967,Consumer
TRN-0062,02/02/2022,East,Clothing,AV Suite,7,4.75,33.25,2693,Individual
TRN-0066,,,Apparel,Laptop-Pro,8,265.17098643804104,2121.37,2664,Individual
TRN-0022,2022-07-25,West,Home Goods,LaptopPro,15,296.11,4441.65,1825,SMB
TRN-0119,03-03-2022,E. Region,Home Goods,Smart Phone X,53,275.75566679277966,14615.05,7799,Individual
TRN-0031,2022-09-22,Central,Books,Laptop Pro v2.0,19,688.5287700355847,13082.05,CUST-8079,Large Business
TRN-0083,2022-01-02,SOUTHERN,Apparel,Desk Chair Ergo,5,,,,Individual
TRN-0105,2022-11-20,NORTH,SW,LaptopPro,12,117.35,1408.2,2931,SME
TRN-0123,05/02/2022,North,Clothing,Smart Phone X,12,527.5052384499326,6330.06,7748,Corp
TRN-0123,05/02/2022,North,Clothing,Smart Phone X,12,527.5052384499326,6330.06,7748,Corp
TRN-0026,12/20/2022,E. Region,Home & Garden,AV Suite,2,527.5450720674185,1055.09,4051,SME
TRN-0097,2022-02-11,E. Region,Printed Media,Laptop Pro v2.0,7,328.9122520512687,2532.63,8186,SME
TRN-0125,2022-05-02,S. Region,Home & Garden,Desk Chair Ergo,8,374.0130334977456,2992.1,8404,Consumer
TRN-0035,2022-08-21,Northern,Elec.,Laptop Pro v2.0,9,64.68378570242406,582.15,8164,Enterprise
TRN-0004,2022-02-18,E. Region,Printed Media,Anti-virus Suite,8,372.0783014962656,2976.63,7617,Corp
TRN-0102,2022-02-20,Central,Electronics,Novel - Fiction,7,146.3979657227305,1024.79,3839,SME
TRN-0070,2022-04-28,Central,Printed Media,Laptop Pro v2.0,14,354.741061723149,4469.73,9932,Large Business
TRN-0087,2022-11-01,S. Region,Books,Smart Phone X,19,371.095399008959,7050.81,5980,Individual
TRN-0030,01-02-2022,South,Software,Ergonomic Chair,80,591.5581115848967,47324.65,4440,Individual
TRN-0099,2022-02-19,Midwest,Printed Media,Smartphone X,14,381.74909588202786,5344.49,3479,SME
TRN-0120,01/31/2022,Missing,Home Goods,Laptop Pro v2.0,1,663.1986811118094,663.2,8668,UNKNOWN
TRN-0071,2022-11-30,Midwest,Elec.,Fiction Novel,1,423.44283843342237,423.44,4373,SMB
TRN-0081,2022-03-09,Northern,Printed Media,LaptopPro,18,826.3610901911551,14874.5,4147,Small Business
TRN-0045,01-09-2022,SOUTHERN,Apparel,Fiction Novel,19,395.4481222603293,7513.51,2148,Large Business
trn_0016,2022-01-30,SOUTHERN,SW,Novel - Fiction,7,634.2568653642113,4439.8,6644,Corp
TRN-0046,2022-12-23,Western,Books,Desk Chair Ergo,10,968.3220780914861,9683.22,N/A,Individual
TRN-0061,12/09/2022,E. Region,Clothing,Anti-virus Suite,2,928.4589373646346,1856.92,5070,Individual
TRN-0008,04/23/2022,SOUTHERN,Books,Fiction Novel,2,88.73638447702572,177.47,6949,Corp
TRN-0084,,,Apparel,Ergonomic Chair,17,263.0558439875318,4471.95,3427,missing
TRN-0121,02/25/2022,NORTH,Software,Smart Phone X,8,571.2970998982568,4113.34,1851,Small Business
TRN-0116,2022-10-29,North,Books,Novel - Fiction,18,227.19258487986153,4498.42,9308,SMB
TRN-0071,2022-09-21,South,Home & Garden,AV Suite,18,180.6448969386936,3251.61,CUST-4672,Enterprise
TRN-0067,03/26/2022,East,Software,Smart Phone X,11,964.3249301950057,10607.57,7457,Individual
TRN-0001,2022-01-17,NORTH,Printed Media,Desk Chair Ergo,14,706.3908511973426,9889.47,8805,SME
trn_0015,,West,Home Goods,Anti-virus Suite,4,903.6264791007253,3614.51,7905,Consumer
TRN-0086,05/27/2022,S. Region,Home & Garden,Anti-virus Suite,15,0.83,12.45,9867,missing
TRN-0042,10/09/2022,Midwest,Home Goods,AV Suite,8,374.44,2995.52,5380,SME
TRN-0028,2022-03-13,West,Clothing,AV Suite,3,359.12971325130434,1077.39,3738,Individual
TRN-0118,2022-11-01,West,Home & Garden,Laptop-Pro,13,873.7187026510985,11358.34,9082,SME
TRN-0012,,,Printed Media,Anti-virus Suite,4,1.74,6.96,5171,Enterprise
TRN-0126,2022-02-08,Western,Books,Laptop Pro v2.0,7,138.99102943668785,972.94,2066,SME
trn_0013,2022-05-16,Northern,Apparel,Anti-virus Suite,4,289.19318103409597,1156.77,8509,Small Business
TRN-0038,2022-10-04,N. Region,Home Goods,Novel - Fiction,6,305.3,1831.8,6691,Small Business
TRN-0091,2022-07-28,E. Region,Home & Garden,Smartphone X,16,905.3971543051639,14486.35,6188,Large Business
TRN-0050,2022-09-29,S. Region,SW,Ergonomic Chair,6,2197.05,11864.07,,Large Business
TRN-0109,2022-03-07,East,Clothing,Anti-virus Suite,8,542.8510906561978,4342.81,4769,SME
TRN-0058,2022-06-09,Central,Clothing,Fiction Novel,12,912.852591668321,12049.65,6315,SMB
TRN-0043,2022-12-29,West,Printed Media,LaptopPro,7,65.75843748146335,460.31,N/A,Individual
TRN-0095,2022-11-27,West,SW,Desk Chair Ergo,1,,,,Enterprise
TRN-0021,18-09-2022,Missing,Books,Anti-virus Suite,11,391.5165936587674,4306.68,1698,Individual
TRN-0023,2022-10-09,E. Region,Books,Laptop-Pro,11,973.1929785849127,10705.12,7293,Large Business
TRN-0075,2022-01-26,South,Electronics,Smart Phone X,19,990.5511575990502,18820.47,3914,missing
TRN-0117,,,Software,Ergonomic Chair,57,517.8918091279207,29519.83,9306,SME
TRN-0124,2022-03-06,East,Printed Media,Smart Phone X,11,357.04278541971746,3927.47,5146,Consumer
trn_0010,,Missing,Books,Novel - Fiction,,351.07590489846376,,,Consumer
trn_0011,12/04/2022,North,Clothing,LaptopPro,8,739.6578949267274,5917.26,7484,UNKNOWN
TRN-0048,12-10-2022,Midwest,Software,Laptop-Pro,13,965.4389782347902,12550.71,CUST-3967,Individual
TRN-0044,2022-10-20,South,Software,Smart Phone X,12,,,5249,Corp
TRN-0010,2022-07-14,West,SW,Novel - Fiction,1,943.4356551352686,943.44,1412,Individual
trn_0025,,S. Region,Software,Smart Phone X,97,883.4723857119319,85696.82,1580,Large Business
TRN-0034,26-07-2022,Missing,Apparel,Smart Phone X,83,54.808504653907754,4549.11,6878,Corp
TRN-0024,2022-08-31,S. Region,Home & Garden,Desk Chair Ergo,14,902.3549700556604,12632.97,3744,Enterprise
TRN-0053,2022-05-23,N. Region,Clothing,Anti-virus Suite,4,157.79984517855962,631.2,,missing
TRN-0005,2022-05-08,Midwest,electronics,Smartphone X,9,3204.85,25959.29,4913,SMB
TRN-0007,07/11/2022,N. Region,electronics,Novel - Fiction,15,986.3679314050706,14795.52,5142,UNKNOWN
trn_0017,2022-05-05,South,electronics,Desk Chair Ergo,4,138.44762941560424,553.79,N/A,Individual
TRN-0056,2022-01-21,South,Home & Garden,Laptop-Pro,10,406.80380500794683,4068.04,8266,Small Business
TRN-0059,2022-10-27,Western,Home Goods,Laptop Pro v2.0,2,183.07981447469783,366.16,5968,Enterprise
TRN-0077,2022-02-06,Central,SW,Smart Phone X,15,693.6861437501683,10405.29,2150,Corp
TRN-0098,19-10-2022,Central,Apparel,Smartphone X,9,716.8685333948182,6451.82,5946,Enterprise
TRN-0015,2022-09-30,Western,Apparel,Fiction Novel,15,945.7642187168932,14186.46,1853,SME
TRN-0039,2022-10-04,Northern,Electronics,Fiction Novel,4,446.79,1787.16,9130,Small Business
trn_0021,,E. Region,Apparel,AV Suite,10,343.32,3433.2,6917,Small Business
TRN-0069,2022-04-20,Western,Home Goods,Novel - Fiction,5,316.733744318813,1583.67,4267,SME
TRN-0060,2022-03-27,S. Region,Apparel,Novel - Fiction,8,598.0586903950411,4306.02,1417,Enterprise
TRN-0128,2022-12-05,SOUTHERN,Home & Garden,Laptop Pro,19,860.3589826939921,16346.82,3786,Large Business
TRN-0036,2022-08-25,S. Region,Books,AV Suite,7,674.7322476853262,4723.13,6536,SMB
trn_0012,2022-02-01,E. Region,Apparel,Novel - Fiction,9,680.3266806526531,6122.94,9527,Enterprise
TRN-0036,2022-04-22,West,Printed Media,Desk Chair Ergo,7,211.01810935178787,1329.42,6104,Corp
TRN-0018,2022-09-15,West,Home & Garden,LaptopPro,13,883.5044183315576,11485.56,9787,Large Business
TRN-0058,,,Elec.,Laptop Pro v2.0,16,514.9801222636848,8239.68,8027,Large Business
TRN-0104,2022-12-01,East,Printed Media,LaptopPro,13,626.1076066766104,8139.4,3489,Consumer
TRN-0078,2022-03-26,North,Printed Media,Anti-virus Suite,3,218.2551454366965,654.77,6745,Large Business
TRN-0026,12/20/2022,E. Region,Home & Garden,AV Suite,2,527.5450720674185,1055.09,4051,SME
TRN-0127,2022-02-20,SOUTHERN,SW,Smartphone X,12,281.7901612101294,3381.48,CUST-5107,Consumer
TRN-0094,2022-09-04,Central,Apparel,Smartphone X,3,736.3295094984301,2429.89,4974,Corp
